StationID,PassengerType,Passenger,DateID
3,1,3453,20221103
3,2,3406,20221103
4,1,5469,20221103
4,2,5236,20221103
5,1,5940,20221103
5,2,5971,20221103
6,1,10299,20221103
6,2,11523,20221103
7,1,3185,20221103
7,2,3516,20221103
8,1,12355,20221103
8,2,13526,20221103
1,1,11090,20221104
1,2,8294,20221104
2,1,11002,20221104
2,2,12139,20221104
3,1,3519,20221104
3,2,3438,20221104
4,1,5743,20221104
4,2,5326,20221104
5,1,6095,20221104
5,2,6249,20221104
6,1,11554,20221104
6,2,12550,20221104
7,1,3337,20221104
7,2,3429,20221104
8,1,14081,20221104
8,2,14996,20221104
1,1,10488,20221105
1,2,7333,20221105
2,1,8655,20221105
2,2,8449,20221105
3,1,1897,20221105
3,2,1829,20221105
4,1,3647,20221105
4,2,3582,20221105
5,1,3928,20221105
5,2,4201,20221105
6,1,7538,20221105
6,2,8640,20221105
7,1,2949,20221105
7,2,3156,20221105
8,1,10408,20221105
8,2,12320,20221105
1,1,9359,20221106
1,2,7467,20221106
2,1,6816,20221106
2,2,6524,20221106
3,1,1381,20221106
3,2,1404,20221106
4,1,2713,20221106
4,2,2903,20221106
5,1,3235,20221106
5,2,3645,20221106
6,1,6007,20221106
6,2,6623,20221106
7,1,2747,20221106
7,2,2797,20221106
8,1,8777,20221106
8,2,9672,20221106
1,1,10395,20221107
1,2,8171,20221107
2,1,9482,20221107
2,2,9433,20221107
3,1,3397,20221107
3,2,3344,20221107
4,1,5297,20221107
4,2,5130,20221107
5,1,5389,20221107
5,2,5826,20221107
6,1,10315,20221107
6,2,11357,20221107
7,1,3412,20221107
7,2,3628,20221107
8,1,12262,20221107
8,2,13060,20221107
1,1,10160,20221108
1,2,8134,20221108
2,1,10082,20221108
2,2,10349,20221108
3,1,3671,20221108
3,2,3665,20221108
4,1,6113,20221108
4,2,5699,20221108
5,1,6622,20221108
5,2,6898,20221108
6,1,11499,20221108
6,2,12487,20221108
7,1,3895,20221108
7,2,3807,20221108
8,1,13312,20221108
8,2,14315,20221108
1,1,11046,20221109
1,2,8921,20221109
2,1,9428,20221109
2,2,9458,20221109
3,1,3616,20221109
3,2,3572,20221109
4,1,5476,20221109
4,2,5333,20221109
5,1,5838,20221109
5,2,6212,20221109
6,1,10732,20221109
6,2,11608,20221109
7,1,3444,20221109
7,2,3630,20221109
8,1,12667,20221109
8,2,13513,20221109
1,1,11473,20221110
1,2,9280,20221110
2,1,9431,20221110
2,2,9818,20221110
3,1,3243,20221110
3,2,3476,20221110
4,1,5130,20221110
4,2,5272,20221110
5,1,5511,20221110
5,2,6177,20221110
6,1,10809,20221110
6,2,10135,20221110
7,1,3492,20221110
7,2,3756,20221110
8,1,12980,20221110
8,2,14155,20221110
1,1,11559,20221111
1,2,9164,20221111
2,1,10307,20221111
2,2,10410,20221111
3,1,3341,20221111
3,2,3475,20221111
4,1,5513,20221111
4,2,5463,20221111
5,1,5893,20221111
5,2,6383,20221111
6,1,11363,20221111
6,2,11699,20221111
7,1,3642,20221111
7,2,3855,20221111
8,1,13658,20221111
8,2,14827,20221111
1,1,11620,20221112
1,2,9159,20221112
2,1,9405,20221112
2,2,8858,20221112
3,1,2136,20221112
3,2,2083,20221112
4,1,3902,20221112
4,2,3818,20221112
5,1,4418,20221112
5,2,5119,20221112
6,1,9950,20221112
6,2,10974,20221112
7,1,3352,20221112
7,2,3153,20221112
8,1,12024,20221112
8,2,13643,20221112
1,1,9335,20221113
1,2,8617,20221113
2,1,7057,20221113
2,2,7207,20221113
3,1,1591,20221113
3,2,1632,20221113
4,1,3125,20221113
4,2,3021,20221113
5,1,3529,20221113
5,2,4069,20221113
6,1,7662,20221113
6,2,8007,20221113
7,1,2911,20221113
7,2,2572,20221113
8,1,9930,20221113
8,2,10015,20221113
1,1,10128,20221114
1,2,9606,20221114
2,1,9462,20221114
2,2,9386,20221114
3,1,3397,20221114
3,2,3370,20221114
4,1,5345,20221114
4,2,5312,20221114
5,1,5784,20221114
5,2,6304,20221114
6,1,10592,20221114
6,2,11110,20221114
7,1,3310,20221114
7,2,3337,20221114
8,1,13410,20221114
8,2,13003,20221114
1,1,9997,20221115
1,2,9737,20221115
2,1,9863,20221115
2,2,9744,20221115
3,1,3492,20221115
3,2,3503,20221115
4,1,5480,20221115
4,2,5235,20221115
5,1,5740,20221115
5,2,6099,20221115
6,1,10738,20221115
6,2,11253,20221115
7,1,3477,20221115
7,2,3603,20221115
8,1,13628,20221115
8,2,13241,20221115
1,1,9487,20221116
1,2,9274,20221116
2,1,8031,20221116
2,2,7713,20221116
3,1,2818,20221116
3,2,2621,20221116
4,1,4408,20221116
4,2,4260,20221116
5,1,4874,20221116
5,2,5004,20221116
6,1,8775,20221116
6,2,9310,20221116
7,1,2814,20221116
7,2,2971,20221116
8,1,11166,20221116
8,2,11220,20221116
1,1,10544,20221117
1,2,8582,20221117
2,1,7696,20221117
2,2,7784,20221117
3,1,2604,20221117
3,2,2462,20221117
4,1,4230,20221117
4,2,4052,20221117
5,1,4806,20221117
5,2,5024,20221117
6,1,8288,20221117
6,2,9388,20221117
7,1,2830,20221117
7,2,2908,20221117
8,1,10571,20221117
8,2,11369,20221117
1,1,10907,20221118
1,2,7947,20221118
2,1,7631,20221118
2,2,7955,20221118
3,1,2514,20221118
3,2,2456,20221118
4,1,4271,20221118
4,2,4078,20221118
5,1,4864,20221118
5,2,5057,20221118
6,1,8278,20221118
6,2,9553,20221118
7,1,2967,20221118
7,2,3094,20221118
8,1,10622,20221118
8,2,11914,20221118
1,1,10554,20221119
1,2,7532,20221119
2,1,6452,20221119
2,2,6270,20221119
3,1,1643,20221119
3,2,1578,20221119
4,1,3232,20221119
4,2,3134,20221119
5,1,3722,20221119
5,2,4080,20221119
6,1,6508,20221119
6,2,7538,20221119
7,1,2775,20221119
7,2,2750,20221119
8,1,8637,20221119
8,2,10641,20221119
1,1,10324,20221120
1,2,7709,20221120
2,1,5991,20221120
2,2,6284,20221120
3,1,1391,20221120
3,2,1346,20221120
4,1,2793,20221120
4,2,2847,20221120
5,1,3184,20221120
5,2,3854,20221120
6,1,6012,20221120
6,2,6624,20221120
7,1,2649,20221120
7,2,2540,20221120
8,1,8454,20221120
8,2,9594,20221120
1,1,11037,20221121
1,2,9166,20221121
2,1,9526,20221121
2,2,9653,20221121
3,1,3398,20221121
3,2,3305,20221121
4,1,5654,20221121
4,2,5336,20221121
5,1,5722,20221121
5,2,6238,20221121
6,1,11040,20221121
6,2,11862,20221121
7,1,3150,20221121
7,2,3374,20221121
8,1,12655,20221121
8,2,13248,20221121
1,1,10448,20221122
1,2,8465,20221122
2,1,9562,20221122
2,2,9697,20221122
3,1,3576,20221122
3,2,3581,20221122
4,1,5745,20221122
4,2,5522,20221122
5,1,5867,20221122
5,2,6126,20221122
6,1,10993,20221122
6,2,11937,20221122
7,1,3407,20221122
7,2,3771,20221122
8,1,12606,20221122
8,2,13105,20221122
1,1,10739,20221123
1,2,8636,20221123
2,1,9212,20221123
2,2,9308,20221123
3,1,3630,20221123
3,2,3521,20221123
4,1,5594,20221123
4,2,5423,20221123
5,1,5930,20221123
5,2,6502,20221123
6,1,10912,20221123
6,2,11914,20221123
7,1,3231,20221123
7,2,3550,20221123
8,1,12730,20221123
8,2,13124,20221123
1,1,11456,20221124
1,2,8772,20221124
2,1,9362,20221124
2,2,9541,20221124
3,1,3416,20221124
3,2,3335,20221124
4,1,5538,20221124
4,2,5447,20221124
5,1,5806,20221124
5,2,6529,20221124
6,1,11017,20221124
6,2,11828,20221124
7,1,3259,20221124
7,2,3804,20221124
8,1,13141,20221124
8,2,13739,20221124
1,1,12216,20221125
1,2,9175,20221125
2,1,10007,20221125
2,2,9985,20221125
3,1,3506,20221125
3,2,3459,20221125
4,1,5779,20221125
4,2,5583,20221125
5,1,6208,20221125
5,2,7016,20221125
6,1,11456,20221125
6,2,12753,20221125
7,1,3710,20221125
7,2,4009,20221125
8,1,14097,20221125
8,2,14999,20221125
1,1,10145,20221126
1,2,8255,20221126
2,1,7315,20221126
2,2,7352,20221126
3,1,1773,20221126
3,2,1707,20221126
4,1,3521,20221126
4,2,3473,20221126
5,1,4123,20221126
5,2,4360,20221126
6,1,6996,20221126
6,2,7797,20221126
7,1,3027,20221126
7,2,2991,20221126
8,1,10406,20221126
8,2,11371,20221126
1,1,9638,20221127
1,2,7920,20221127
2,1,6509,20221127
2,2,6349,20221127
3,1,1491,20221127
3,2,1420,20221127
4,1,2842,20221127
4,2,2849,20221127
5,1,3404,20221127
5,2,3669,20221127
6,1,6069,20221127
6,2,6719,20221127
7,1,2878,20221127
7,2,2749,20221127
8,1,9009,20221127
8,2,10165,20221127
1,1,10290,20221128
1,2,9568,20221128
2,1,9507,20221128
2,2,9316,20221128
3,1,3460,20221128
3,2,3491,20221128
4,1,5615,20221128
4,2,5390,20221128
5,1,5941,20221128
5,2,6098,20221128
6,1,10860,20221128
6,2,11639,20221128
7,1,3322,20221128
7,2,3482,20221128
8,1,12880,20221128
8,2,12891,20221128
1,1,9879,20221129
1,2,8651,20221129
2,1,9314,20221129
2,2,9577,20221129
3,1,3558,20221129
3,2,3563,20221129
4,1,5669,20221129
4,2,5441,20221129
5,1,5866,20221129
5,2,6254,20221129
6,1,11064,20221129
6,2,11562,20221129
7,1,3450,20221129
7,2,3707,20221129
8,1,12767,20221129
8,2,12812,20221129
1,1,10571,20221130
1,2,9280,20221130
2,1,9530,20221130
2,2,9432,20221130
3,1,3648,20221130
3,2,3557,20221130
4,1,5738,20221130
4,2,5536,20221130
5,1,5960,20221130
5,2,6231,20221130
6,1,10950,20221130
6,2,11690,20221130
7,1,3241,20221130
7,2,3531,20221130
8,1,13031,20221130
8,2,13412,20221130
1,1,10666,20221201
1,2,8993,20221201
2,1,9569,20221201
2,2,9417,20221201
3,1,3546,20221201
3,2,3460,20221201
4,1,5746,20221201
4,2,5474,20221201
5,1,6041,20221201
5,2,6136,20221201
6,1,10843,20221201
6,2,11726,20221201
7,1,3361,20221201
7,2,3565,20221201
8,1,12999,20221201
8,2,14000,20221201
1,1,13407,20221202
1,2,11372,20221202
2,1,10611,20221202
2,2,10433,20221202
3,1,3617,20221202
3,2,3562,20221202
4,1,6210,20221202
4,2,5895,20221202
5,1,6296,20221202
5,2,6566,20221202
6,1,12264,20221202
6,2,13092,20221202
7,1,3548,20221202
7,2,3809,20221202
8,1,14733,20221202
8,2,15957,20221202
1,1,11335,20221203
1,2,8897,20221203
2,1,7815,20221203
2,2,7812,20221203
3,1,1787,20221203
3,2,1724,20221203
4,1,3673,20221203
4,2,3597,20221203
5,1,4164,20221203
5,2,4543,20221203
6,1,7532,20221203
6,2,8561,20221203
7,1,3021,20221203
7,2,3059,20221203
8,1,11056,20221203
8,2,12190,20221203
1,1,8958,20221204
1,2,7899,20221204
2,1,6970,20221204
2,2,7185,20221204
3,1,1469,20221204
3,2,1468,20221204
4,1,3036,20221204
4,2,2960,20221204
5,1,3346,20221204
5,2,3629,20221204
6,1,6430,20221204
6,2,6712,20221204
7,1,3106,20221204
7,2,2962,20221204
8,1,9467,20221204
8,2,9967,20221204
1,1,9835,20221205
1,2,8928,20221205
2,1,6029,20221205
2,2,5713,20221205
3,1,1346,20221205
3,2,1344,20221205
4,1,2685,20221205
4,2,2693,20221205
5,1,3166,20221205
5,2,3309,20221205
6,1,5878,20221205
6,2,6478,20221205
7,1,2545,20221205
7,2,2680,20221205
8,1,8413,20221205
8,2,8752,20221205
1,1,11143,20221206
1,2,8978,20221206
2,1,9991,20221206
2,2,10001,20221206
3,1,3618,20221206
3,2,3482,20221206
4,1,5622,20221206
4,2,5486,20221206
5,1,6033,20221206
5,2,6453,20221206
6,1,10897,20221206
6,2,12060,20221206
7,1,3653,20221206
7,2,3859,20221206
8,1,13209,20221206
8,2,13847,20221206
1,1,10732,20221207
1,2,8563,20221207
2,1,9498,20221207
2,2,9477,20221207
3,1,3545,20221207
3,2,3563,20221207
4,1,5693,20221207
4,2,5482,20221207
5,1,5927,20221207
5,2,6238,20221207
6,1,10922,20221207
6,2,11826,20221207
7,1,3352,20221207
7,2,3690,20221207
8,1,12618,20221207
8,2,13448,20221207
1,1,11466,20221208
1,2,9008,20221208
2,1,9562,20221208
2,2,9760,20221208
3,1,3569,20221208
3,2,3428,20221208
4,1,5706,20221208
4,2,5469,20221208
5,1,5984,20221208
5,2,6269,20221208
6,1,10858,20221208
6,2,11860,20221208
7,1,3555,20221208
7,2,3822,20221208
8,1,13254,20221208
8,2,14338,20221208
1,1,12142,20221209
1,2,9397,20221209
2,1,10285,20221209
2,2,11006,20221209
3,1,3554,20221209
3,2,3547,20221209
4,1,5979,20221209
4,2,5542,20221209
5,1,6287,20221209
5,2,6514,20221209
6,1,11926,20221209
6,2,12777,20221209
7,1,3534,20221209
7,2,3769,20221209
8,1,14213,20221209
8,2,15368,20221209
1,1,10419,20221210
1,2,8377,20221210
2,1,11205,20221210
2,2,12194,20221210
3,1,1912,20221210
3,2,1827,20221210
4,1,4412,20221210
4,2,4532,20221210
5,1,5206,20221210
5,2,5620,20221210
6,1,9947,20221210
6,2,10249,20221210
7,1,3234,20221210
7,2,3194,20221210
8,1,13267,20221210
8,2,13609,20221210
1,1,9214,20221211
1,2,8484,20221211
2,1,11173,20221211
2,2,11214,20221211
3,1,1629,20221211
3,2,1575,20221211
4,1,3615,20221211
4,2,3423,20221211
5,1,4007,20221211
5,2,4229,20221211
6,1,9894,20221211
6,2,10697,20221211
7,1,3025,20221211
7,2,2971,20221211
8,1,11252,20221211
8,2,11216,20221211
1,1,10169,20221212
1,2,8814,20221212
2,1,7152,20221212
2,2,6587,20221212
3,1,1870,20221212
3,2,1801,20221212
4,1,3512,20221212
4,2,3473,20221212
5,1,3881,20221212
5,2,4335,20221212
6,1,7465,20221212
6,2,8332,20221212
7,1,2785,20221212
7,2,2821,20221212
8,1,9459,20221212
8,2,10130,20221212
1,1,11248,20221213
1,2,9949,20221213
2,1,9767,20221213
2,2,9576,20221213
3,1,3495,20221213
3,2,3508,20221213
4,1,5681,20221213
4,2,5476,20221213
5,1,6074,20221213
5,2,6582,20221213
6,1,11436,20221213
6,2,13288,20221213
7,1,3431,20221213
7,2,3540,20221213
8,1,13396,20221213
8,2,12609,20221213
1,1,11135,20221214
1,2,9418,20221214
2,1,9432,20221214
2,2,9344,20221214
3,1,3529,20221214
3,2,3538,20221214
4,1,5755,20221214
4,2,5522,20221214
5,1,5884,20221214
5,2,6293,20221214
6,1,11249,20221214
6,2,11907,20221214
7,1,3417,20221214
7,2,3717,20221214
8,1,12958,20221214
8,2,13620,20221214
1,1,10875,20221215
1,2,9217,20221215
2,1,9530,20221215
2,2,9374,20221215
3,1,3447,20221215
3,2,3453,20221215
4,1,5586,20221215
4,2,5311,20221215
5,1,5990,20221215
5,2,6275,20221215
6,1,11151,20221215
6,2,11797,20221215
7,1,3559,20221215
7,2,3952,20221215
8,1,12807,20221215
8,2,13566,20221215
1,1,11956,20221216
1,2,9543,20221216
2,1,9794,20221216
2,2,9916,20221216
3,1,3555,20221216
3,2,3449,20221216
4,1,5947,20221216
4,2,5328,20221216
5,1,6107,20221216
5,2,6260,20221216
6,1,11440,20221216
6,2,12786,20221216
7,1,3529,20221216
7,2,3931,20221216
8,1,13361,20221216
8,2,14476,20221216
1,1,10277,20221217
1,2,8483,20221217
2,1,8899,20221217
2,2,8836,20221217
3,1,2163,20221217
3,2,2087,20221217
4,1,4146,20221217
4,2,3801,20221217
5,1,4416,20221217
5,2,4725,20221217
6,1,8246,20221217
6,2,9254,20221217
7,1,3368,20221217
7,2,3483,20221217
8,1,12248,20221217
8,2,13094,20221217
1,1,9673,20221218
1,2,8360,20221218
2,1,8638,20221218
2,2,8620,20221218
3,1,1876,20221218
3,2,1860,20221218
4,1,3544,20221218
4,2,3522,20221218
5,1,4033,20221218
5,2,4320,20221218
6,1,7955,20221218
6,2,8311,20221218
7,1,3396,20221218
7,2,3126,20221218
8,1,12228,20221218
8,2,13224,20221218
1,1,10748,20221219
1,2,9556,20221219
2,1,9134,20221219
2,2,9091,20221219
3,1,3386,20221219
3,2,3324,20221219
4,1,5312,20221219
4,2,5027,20221219
5,1,5504,20221219
5,2,6058,20221219
6,1,10440,20221219
6,2,11191,20221219
7,1,3649,20221219
7,2,3676,20221219
8,1,12665,20221219
8,2,12915,20221219
1,1,10651,20221220
1,2,9511,20221220
2,1,9083,20221220
2,2,8922,20221220
3,1,3474,20221220
3,2,3374,20221220
4,1,5541,20221220
4,2,5203,20221220
5,1,5552,20221220
5,2,6008,20221220
6,1,10672,20221220
6,2,11445,20221220
7,1,3508,20221220
7,2,3634,20221220
8,1,12570,20221220
8,2,12954,20221220
1,1,10897,20221221
1,2,9196,20221221
2,1,9009,20221221
2,2,8892,20221221
3,1,3420,20221221
3,2,3306,20221221
4,1,5469,20221221
4,2,5101,20221221
5,1,5662,20221221
5,2,5991,20221221
6,1,10142,20221221
6,2,11193,20221221
7,1,3521,20221221
7,2,3651,20221221
8,1,12499,20221221
8,2,13289,20221221
1,1,11038,20221222
1,2,9120,20221222
2,1,9252,20221222
2,2,9095,20221222
3,1,3430,20221222
3,2,3355,20221222
4,1,5463,20221222
4,2,5086,20221222
5,1,5608,20221222
5,2,5860,20221222
6,1,10225,20221222
6,2,11207,20221222
7,1,3495,20221222
7,2,3674,20221222
8,1,12544,20221222
8,2,13658,20221222
1,1,11721,20221223
1,2,9249,20221223
2,1,9761,20221223
2,2,9877,20221223
3,1,3411,20221223
3,2,3306,20221223
4,1,5549,20221223
4,2,5183,20221223
5,1,5880,20221223
5,2,6359,20221223
6,1,10464,20221223
6,2,11578,20221223
7,1,3765,20221223
7,2,4082,20221223
8,1,14058,20221223
8,2,14975,20221223
1,1,10633,20221224
1,2,8382,20221224
2,1,8810,20221224
2,2,8814,20221224
3,1,1969,20221224
3,2,1867,20221224
4,1,3775,20221224
4,2,3484,20221224
5,1,4327,20221224
5,2,4580,20221224
6,1,7713,20221224
6,2,8508,20221224
7,1,3540,20221224
7,2,3510,20221224
8,1,11372,20221224
8,2,12994,20221224
1,1,9581,20221225
1,2,7466,20221225
2,1,9705,20221225
2,2,9257,20221225
3,1,1726,20221225
3,2,1663,20221225
4,1,3369,20221225
4,2,3317,20221225
5,1,4134,20221225
5,2,4426,20221225
6,1,6744,20221225
6,2,7729,20221225
7,1,3454,20221225
7,2,3237,20221225
8,1,11430,20221225
8,2,13048,20221225
1,1,10629,20221226
1,2,8938,20221226
2,1,8693,20221226
2,2,8390,20221226
3,1,3018,20221226
3,2,2947,20221226
4,1,4809,20221226
4,2,4618,20221226
5,1,5017,20221226
5,2,5368,20221226
6,1,9242,20221226
6,2,10185,20221226
7,1,3482,20221226
7,2,3639,20221226
8,1,11848,20221226
8,2,12653,20221226
1,1,10552,20221227
1,2,9188,20221227
2,1,8679,20221227
2,2,8803,20221227
3,1,2970,20221227
3,2,2948,20221227
4,1,4777,20221227
4,2,4581,20221227
5,1,5044,20221227
5,2,5529,20221227
6,1,9611,20221227
6,2,10087,20221227
7,1,3595,20221227
7,2,3551,20221227
8,1,12057,20221227
8,2,12598,20221227
1,1,10543,20221228
1,2,8708,20221228
2,1,8326,20221228
2,2,8011,20221228
3,1,2806,20221228
3,2,2701,20221228
4,1,4461,20221228
4,2,4015,20221228
5,1,4983,20221228
5,2,5032,20221228
6,1,8287,20221228
6,2,9607,20221228
7,1,3344,20221228
7,2,3407,20221228
8,1,10837,20221228
8,2,12106,20221228
1,1,11100,20221229
1,2,8830,20221229
2,1,7941,20221229
2,2,7744,20221229
3,1,2562,20221229
3,2,2340,20221229
4,1,4164,20221229
4,2,3871,20221229
5,1,4442,20221229
5,2,4525,20221229
6,1,7872,20221229
6,2,9434,20221229
7,1,3312,20221229
7,2,3251,20221229
8,1,10886,20221229
8,2,12284,20221229
1,1,11878,20221230
1,2,9205,20221230
2,1,7055,20221230
2,2,6970,20221230
3,1,1879,20221230
3,2,1704,20221230
4,1,3408,20221230
4,2,3122,20221230
5,1,3866,20221230
5,2,3960,20221230
6,1,6962,20221230
6,2,8442,20221230
7,1,3042,20221230
7,2,3214,20221230
8,1,9956,20221230
8,2,11429,20221230
1,1,10821,20221231
1,2,7841,20221231
2,1,7845,20221231
2,2,5854,20221231
3,1,1595,20221231
3,2,1159,20221231
4,1,3449,20221231
4,2,2510,20221231
5,1,4297,20221231
5,2,3695,20221231
6,1,5437,20221231
6,2,7264,20221231
7,1,3257,20221231
7,2,3606,20221231
8,1,8937,20221231
8,2,13709,20221231
1,1,9351,20230101
1,2,8093,20230101
2,1,4912,20230101
2,2,5562,20230101
3,1,1010,20230101
3,2,1139,20230101
4,1,2032,20230101
4,2,2172,20230101
5,1,2864,20230101
5,2,3150,20230101
6,1,5517,20230101
6,2,6030,20230101
7,1,2529,20230101
7,2,2162,20230101
8,1,7992,20230101
8,2,7899,20230101
1,1,10190,20230102
1,2,8191,20230102
2,1,5493,20230102
2,2,5568,20230102
3,1,1118,20230102
3,2,1093,20230102
4,1,2186,20230102
4,2,2249,20230102
5,1,2659,20230102
5,2,3197,20230102
6,1,5418,20230102
6,2,6211,20230102
7,1,2428,20230102
7,2,2354,20230102
8,1,7889,20230102
8,2,8518,20230102
1,1,10232,20230103
1,2,8341,20230103
2,1,7891,20230103
2,2,8457,20230103
3,1,2709,20230103
3,2,2731,20230103
4,1,4315,20230103
4,2,4287,20230103
5,1,4197,20230103
5,2,4945,20230103
6,1,8917,20230103
6,2,9248,20230103
7,1,2844,20230103
7,2,3069,20230103
8,1,11100,20230103
8,2,11127,20230103
1,1,11233,20230104
1,2,9096,20230104
2,1,9186,20230104
2,2,9402,20230104
3,1,3178,20230104
3,2,3121,20230104
4,1,4956,20230104
4,2,4952,20230104
5,1,5117,20230104
5,2,5858,20230104
6,1,10081,20230104
6,2,10697,20230104
7,1,3238,20230104
7,2,3181,20230104
8,1,12386,20230104
8,2,13068,20230104
1,1,12560,20230105
1,2,9416,20230105
2,1,8979,20230105
2,2,9233,20230105
3,1,3205,20230105
3,2,3188,20230105
4,1,5195,20230105
4,2,5124,20230105
5,1,5351,20230105
5,2,6010,20230105
6,1,10392,20230105
6,2,11325,20230105
7,1,3415,20230105
7,2,3670,20230105
8,1,12220,20230105
8,2,13351,20230105
1,1,12403,20230106
1,2,8575,20230106
2,1,9404,20230106
2,2,9748,20230106
3,1,3260,20230106
3,2,3184,20230106
4,1,5433,20230106
4,2,5193,20230106
5,1,5723,20230106
5,2,6213,20230106
6,1,10479,20230106
6,2,11885,20230106
7,1,3407,20230106
7,2,3747,20230106
8,1,12933,20230106
8,2,14497,20230106
1,1,12332,20230107
1,2,9286,20230107
2,1,8015,20230107
2,2,8328,20230107
3,1,1855,20230107
3,2,1813,20230107
4,1,4663,20230107
4,2,6063,20230107
5,1,8124,20230107
5,2,9617,20230107
6,1,9935,20230107
6,2,9839,20230107
7,1,3209,20230107
7,2,3149,20230107
8,1,14876,20230107
8,2,14914,20230107
1,1,10963,20230108
1,2,8760,20230108
2,1,7168,20230108
2,2,7809,20230108
3,1,1493,20230108
3,2,1452,20230108
4,1,3353,20230108
4,2,3024,20230108
5,1,4280,20230108
5,2,4052,20230108
6,1,6776,20230108
6,2,7620,20230108
7,1,3042,20230108
7,2,2712,20230108
8,1,10446,20230108
8,2,12092,20230108
1,1,11195,20230109
1,2,9920,20230109
2,1,11031,20230109
2,2,11466,20230109
3,1,3639,20230109
3,2,3597,20230109
4,1,5805,20230109
4,2,5679,20230109
5,1,6032,20230109
5,2,6597,20230109
6,1,12192,20230109
6,2,13042,20230109
7,1,3637,20230109
7,2,3585,20230109
8,1,14503,20230109
8,2,14148,20230109
1,1,11177,20230110
1,2,9504,20230110
2,1,9870,20230110
2,2,10123,20230110
3,1,3723,20230110
3,2,3788,20230110
4,1,5975,20230110
4,2,5754,20230110
5,1,6292,20230110
5,2,6840,20230110
6,1,12115,20230110
6,2,12685,20230110
7,1,3629,20230110
7,2,3366,20230110
8,1,13314,20230110
8,2,14035,20230110
1,1,10964,20230111
1,2,9296,20230111
2,1,9915,20230111
2,2,9809,20230111
3,1,3785,20230111
3,2,3712,20230111
4,1,5831,20230111
4,2,5769,20230111
5,1,6172,20230111
5,2,6480,20230111
6,1,11646,20230111
6,2,12629,20230111
7,1,3399,20230111
7,2,3542,20230111
8,1,13098,20230111
8,2,13573,20230111
1,1,12336,20230112
1,2,10104,20230112
2,1,9698,20230112
2,2,9670,20230112
3,1,3730,20230112
3,2,3699,20230112
4,1,5895,20230112
4,2,5559,20230112
5,1,6133,20230112
5,2,6473,20230112
6,1,11635,20230112
6,2,12696,20230112
7,1,3579,20230112
7,2,3764,20230112
8,1,13080,20230112
8,2,14121,20230112
1,1,11535,20230113
1,2,9485,20230113
2,1,10586,20230113
2,2,10593,20230113
3,1,3722,20230113
3,2,3532,20230113
4,1,6000,20230113
4,2,5407,20230113
5,1,6224,20230113
5,2,6521,20230113
6,1,11748,20230113
6,2,13108,20230113
7,1,3386,20230113
7,2,3586,20230113
8,1,13532,20230113
8,2,14501,20230113
1,1,11112,20230114
1,2,8595,20230114
2,1,8349,20230114
2,2,8006,20230114
3,1,1892,20230114
3,2,1913,20230114
4,1,3837,20230114
4,2,3591,20230114
5,1,4101,20230114
5,2,4389,20230114
6,1,7653,20230114
6,2,8835,20230114
7,1,2958,20230114
7,2,2878,20230114
8,1,10734,20230114
8,2,12429,20230114
1,1,10269,20230115
1,2,8261,20230115
2,1,6834,20230115
2,2,6894,20230115
3,1,1602,20230115
3,2,1559,20230115
4,1,2809,20230115
4,2,2929,20230115
5,1,3342,20230115
5,2,3838,20230115
6,1,6837,20230115
6,2,7555,20230115
7,1,2904,20230115
7,2,2704,20230115
8,1,9043,20230115
8,2,9900,20230115
1,1,11136,20230116
1,2,9216,20230116
2,1,10031,20230116
2,2,9843,20230116
3,1,3573,20230116
3,2,3428,20230116
4,1,5413,20230116
4,2,5312,20230116
5,1,5774,20230116
5,2,6192,20230116
6,1,11434,20230116
6,2,12577,20230116
7,1,3432,20230116
7,2,3347,20230116
8,1,12294,20230116
8,2,13172,20230116
1,1,11206,20230117
1,2,9098,20230117
2,1,9894,20230117
2,2,9204,20230117
3,1,3718,20230117
3,2,3682,20230117
4,1,5996,20230117
4,2,5783,20230117
5,1,5964,20230117
5,2,6514,20230117
6,1,11692,20230117
6,2,13039,20230117
7,1,3459,20230117
7,2,3517,20230117
8,1,12492,20230117
8,2,13584,20230117
1,1,12183,20230118
1,2,9966,20230118
2,1,9857,20230118
2,2,9906,20230118
3,1,3712,20230118
3,2,3645,20230118
4,1,6029,20230118
4,2,5821,20230118
5,1,6004,20230118
5,2,6789,20230118
6,1,12084,20230118
6,2,13107,20230118
7,1,3575,20230118
7,2,3771,20230118
8,1,13401,20230118
8,2,13840,20230118
1,1,11697,20230119
1,2,9609,20230119
2,1,9874,20230119
2,2,9728,20230119
3,1,3671,20230119
3,2,3556,20230119
4,1,5854,20230119
4,2,5501,20230119
5,1,6311,20230119
5,2,6619,20230119
6,1,11505,20230119
6,2,12783,20230119
7,1,3466,20230119
7,2,3507,20230119
8,1,12762,20230119
8,2,13837,20230119
1,1,12817,20230120
1,2,9925,20230120
2,1,10765,20230120
2,2,10646,20230120
3,1,3702,20230120
3,2,3640,20230120
4,1,5961,20230120
4,2,5809,20230120
5,1,6507,20230120
5,2,6883,20230120
6,1,12427,20230120
6,2,13775,20230120
7,1,3470,20230120
7,2,3787,20230120
8,1,13956,20230120
8,2,15140,20230120
1,1,10978,20230121
1,2,7874,20230121
2,1,7345,20230121
2,2,7309,20230121
3,1,1736,20230121
3,2,1701,20230121
4,1,3278,20230121
4,2,3160,20230121
5,1,4092,20230121
5,2,4130,20230121
6,1,7271,20230121
